species,pu,amount
1,529,900
1,530,35100
1,531,7200
1,532,322200
1,533,40500
1,534,900
1,535,44100
1,536,65700
1,537,158400
1,538,223200
1,539,190800
1,540,47700
1,541,64800
1,542,4500
1,543,126000
1,544,5400
1,545,11700
1,546,56700
1,547,12600
1,548,19800
1,549,18000
1,550,3600
1,551,12600
1,552,14400
1,553,3600
1,554,44100
1,555,87300
1,556,2700
1,557,1800
1,558,900
1,559,900
1,560,900
1,561,1800
1,562,25200
1,563,14400
1,564,122400
1,565,6300
1,566,1800
1,567,900
1,568,900
1,569,900
1,570,21600
1,571,7200
1,572,15300
1,573,8100
1,574,7200
1,575,7200
1,576,20700
1,577,127800
1,578,26100
1,579,8100
1,580,22500
1,581,15300
1,582,21600
1,583,8100
1,584,900
1,585,72000
1,586,87300
1,587,11700
1,588,8100
1,589,39600
1,590,2700
1,591,40500
1,592,17100
1,594,4500
1,595,1800
1,596,5400
1,597,2700
1,598,4500
1,599,1800
1,600,900
1,601,39600
1,602,23400
1,603,387000
1,604,9900
1,605,223200
1,606,272700
1,607,64800
1,608,10800
1,609,44100
1,610,111600
1,611,50400
1,612,96300
1,613,23400
1,614,35100
1,615,96300
1,616,301500
1,617,114300
1,618,26100
1,619,11700
1,620,11700
1,621,900
1,622,26100
1,623,216900
1,624,20700
1,625,1800
1,626,10800
1,627,90900
1,628,90900
1,629,52200
1,630,1800
1,631,7200
1,632,900
1,633,19800
1,634,900
1,635,10800
1,636,18000
1,637,2700
1,638,4500
1,639,5400
1,640,1800
1,641,5400
1,642,22500
1,643,103500
1,644,1800
1,645,5400
1,646,1800
1,647,79200
1,648,4500
1,649,16200
1,650,10800
1,651,11700
1,652,1800
1,653,900
1,654,39600
1,655,18000
1,656,27900
1,657,6300
1,658,34200
1,659,6300
1,660,900
1,661,36900
1,662,1800
1,663,2700
1,664,1800
1,665,3600
1,666,38700
1,667,40500
1,668,18000
1,669,12600
1,670,6300
1,671,1800
1,672,14400
1,673,19800
1,674,29700
1,675,900
1,676,13500
1,677,11700
1,678,7200
1,679,9900
1,680,11700
1,681,3600
1,682,8100
1,683,900
1,684,2700
1,685,5400
1,686,28800
1,687,2700
1,688,11700
1,689,26100
1,690,12600
1,691,10800
1,692,12600
1,693,6300
1,694,46800
1,695,63900
1,696,45900
1,697,9900
1,698,42300
1,699,54900
1,700,24300
1,701,42300
1,702,38700
1,703,40500
1,704,3600
1,705,9000
1,707,7200
1,708,3600
1,709,13500
1,710,5400
1,711,1800
1,712,900
1,713,10800
1,714,88200
1,715,19800
1,716,39600
1,717,10800
1,718,14400
1,719,76500
1,720,19800
1,721,8100
1,722,71100
1,723,43200
1,724,42300
1,725,16200
1,726,173700
1,727,135000
1,728,43200
1,729,13500
1,730,27000
1,731,92700
1,732,6300
1,733,2700
1,734,36900
1,735,23400
1,736,7200
1,737,900
1,738,37800
1,739,900
1,740,17100
1,741,1800
1,742,4500
1,743,45000
1,744,1800
1,745,2700
1,746,16200
1,747,11700
1,748,4500
1,749,11700
1,750,900
1,751,21600
1,752,2700
1,753,12600
1,754,17100
1,755,900
1,756,900
1,757,1800
1,758,900
1,759,1800
1,760,900
1,761,8100
1,762,56700
1,763,80100
1,764,9900
1,765,34200
1,766,120600
1,767,240300
1,768,37800
1,769,27900
1,770,15300
1,771,23400
1,772,184500
1,773,54000
1,774,81900
1,775,33300
1,776,137700
1,777,116100
1,778,282600
1,779,143100
1,780,201600
1,781,3600
1,782,6300
1,783,102600
1,784,101700
1,785,144900
1,786,19800
1,787,900
1,788,32400
1,789,46800
1,790,27900
1,791,94500
1,792,9000
1,793,29700
1,794,2700
1,795,13500
1,796,31500
1,797,900
1,798,10800
1,799,8100
1,800,900
1,801,3600
1,802,900
1,803,1800
1,804,1800
1,805,1800
1,806,1800
1,807,900
1,808,26100
1,809,35100
1,810,58500
1,811,5400
1,812,900
1,813,18000
1,814,23400
1,815,82800
1,816,15300
1,817,24300
1,818,58500
1,819,118800
1,820,120600
1,821,80100
1,822,900
1,823,4500
1,824,26100
1,825,117900
1,826,63900
1,827,171900
1,828,31500
1,829,55800
1,830,4500
1,831,46800
1,832,1800
1,833,14400
1,834,12600
1,835,18900
1,836,2700
1,837,1800
1,838,3600
1,839,1800
1,840,1800
1,841,900
1,842,21600
1,843,2700
1,844,3600
1,845,15300
1,846,3600
1,847,72900
1,848,20700
1,849,56700
1,850,123300
1,851,33300
1,852,12600
1,853,63000
1,854,81900
1,855,39600
1,856,17100
1,857,1800
1,858,223200
1,859,72000
1,860,27000
1,861,78300
1,862,9000
1,863,12600
1,864,36900
1,865,19800
1,866,79200
1,867,36900
1,868,11700
1,869,5400
1,870,900
1,871,1800
1,872,12600
1,873,2700
1,874,900
1,875,2700
1,876,900
1,877,1800
1,878,4500
1,879,7200
1,880,900
1,881,26100
1,882,7200
1,883,14400
1,884,2700
1,885,42300
1,886,900
1,887,8100
