species,pu,amount
1,418,519300
1,419,2343600
1,420,3813300
1,421,3897900
1,422,2006100
1,423,2789100
1,424,1863000
1,425,1639800
1,426,2806200
1,427,465300
1,428,922500
1,429,1178100
1,430,2670300
1,431,29700
1,432,669600
1,433,4764600
1,434,84600
1,435,3598200
1,436,1027800
1,437,891900
1,438,3567600
1,439,2356200
1,440,1463400
1,441,2633400
1,442,3451500
1,443,4661100
1,444,1285200
1,445,1956600
1,446,955800
1,447,691200
1,448,395100
1,449,175500
1,450,895500
1,451,1214100
1,452,3273300
1,453,3496500
1,454,2173500
1,455,1588500
1,456,629100
1,457,2880900
1,458,4227300
1,459,2415600
1,460,3760200
1,461,4091400
1,462,2253600
1,463,3398400
1,464,689400
1,465,549900
1,466,252000
1,467,804600
1,468,1712700
1,469,2283300
1,470,448200
1,471,405000
1,472,632700
1,473,2769300
1,474,1382400
1,475,1333800
1,476,3516300
1,477,3216600
1,478,4959900
1,479,2910600
1,480,237600
1,481,3697200
1,482,2415600
1,483,1417500
1,484,1678500
1,485,7114500
1,486,3115800
1,487,6914700
1,488,704700
1,489,946800
1,490,42300
1,491,163800
1,492,615600
1,493,2523600
1,494,830700
1,495,5603400
1,496,1305900
1,497,7524000
1,498,3739500
1,499,2720700
1,500,8138700
1,501,4620600
1,502,4618800
1,503,6516000
1,504,389700
1,505,12600
1,506,116100
1,507,69300
1,508,198000
1,509,958500
1,510,290700
1,511,6300
1,512,9900
1,513,395100
1,514,424800
1,515,8225100
1,516,5031000
1,517,3713400
1,518,2329200
1,519,6157800
1,520,4187700
1,521,6408900
1,522,654300
1,523,205200
1,524,522000
1,525,742500
1,526,1076400
1,527,3287700
1,528,1993500
1,529,37800
1,530,158400
1,531,179100
1,532,116100
1,533,146700
1,534,1203300
1,535,9972900
1,536,7840800
1,537,3742200
1,538,5526000
1,539,7294500
1,540,4051800
1,541,7628400
1,542,694800
1,543,199800
1,544,111600
1,545,458100
1,546,1719900
1,547,2446200
1,548,1004400
1,549,104400
1,550,130500
1,551,225000
1,552,153000
1,553,13500
1,554,99000
1,555,210600
1,556,38700
1,557,187200
1,558,6176700
1,559,4991400
1,560,3213000
1,561,4149900
1,562,5926500
1,563,4181400
1,564,5542200
1,565,486900
1,566,496800
1,567,112500
1,568,10800
1,569,200700
1,570,2407500
1,571,2585700
1,572,293400
1,573,144000
1,574,900
1,575,7215300
1,576,12410100
1,577,3171600
1,578,8307900
1,579,5927400
1,580,5746500
1,581,7899300
1,582,6783300
1,583,6103800
1,584,7246800
1,585,229500
1,586,1800
1,587,80100
1,588,871200
1,589,484200
1,590,5382900
1,591,1566000
1,592,1800
1,593,11775600
1,594,12640500
1,595,12173400
1,596,11546100
1,597,9842400
1,598,2546100
1,599,1968300
1,600,11851200
1,601,10654200
1,602,4589100
1,603,5616000
1,604,10704600
1,605,12495600
1,606,11075400
1,607,3141900
1,608,1910700
1,609,1174500
1,610,1414800
1,611,2717100
1,612,3264300
1,613,1200600
1,614,360900
1,615,192600
1,616,1381500
1,617,2734200
1,618,26100
1,619,8541000
1,620,11684700
1,621,5929200
1,622,4506300
1,623,4420800
1,624,1994400
1,625,9622800
1,626,8902800
1,627,3314700
1,628,2509200
1,629,7493400
1,630,10347300
1,631,11545200
1,632,3359700
1,633,1579500
1,634,387900
1,635,764100
1,636,4532400
1,637,4347000
1,638,5840100
1,639,115200
1,640,223200
1,641,74700
1,642,52200
1,643,108000
1,644,244800
1,645,417600
1,646,249300
1,647,1770300
1,648,2510100
1,649,3122100
1,650,88200
1,651,83700
1,652,8119800
1,653,3738600
1,654,238500
1,655,2918700
1,656,4942800
1,657,3407400
1,658,7193700
1,659,2237400
1,660,1554300
1,661,391500
1,662,162000
1,663,488700
1,664,21600
1,665,1188000
1,666,1034100
1,667,266400
1,668,375300
1,669,370800
1,670,922500
1,671,1708200
1,672,666000
1,673,7200
1,674,1800
1,675,1901700
1,676,4615200
1,677,2043000
1,678,5403600
1,679,3873600
1,680,3890700
1,681,3429000
1,682,8235000
1,683,7992900
1,684,6179400
1,685,1793700
1,686,4237200
1,687,1305900
1,688,3518100
1,689,1416600
1,690,181800
1,691,779400
1,692,118800
1,693,261900
1,694,246600
1,695,1552500
1,696,1250100
1,697,2786400
1,698,354600
1,699,36900
1,700,48600
1,701,375300
1,702,1026900
1,703,3332700
1,704,1571400
1,705,2566800
1,706,2019600
1,707,4115700
1,708,9217800
1,709,2872800
1,710,3564900
1,711,3540600
1,712,5578200
1,713,5781600
1,714,564300
1,715,710100
1,716,1449000
1,717,200700
1,718,347400
1,719,1215900
1,720,3254400
1,721,5707800
1,722,791100
1,723,1613700
1,724,20700
1,725,1092600
1,726,839700
1,727,1636200
1,728,405900
1,729,907200
1,730,1888200
1,731,9990000
1,732,2733300
1,733,7524900
1,734,2094300
1,735,7974900
1,736,5608800
1,737,3630600
1,738,8377200
1,739,7479900
1,740,2925900
1,741,263700
1,742,2154600
1,743,7350300
1,744,8741700
1,745,1422900
1,746,1502100
1,747,445500
1,748,1814400
1,749,608400
1,750,3366000
1,751,4755600
1,752,1867500
1,753,765900
1,754,827100
1,755,279000
1,756,302400
1,757,1078200
1,758,492300
1,759,900
1,760,17100
1,761,486000
1,762,262800
1,763,2715300
1,764,5089500
1,765,7061400
1,766,1611900
1,767,5814000
1,768,6213600
1,769,7885800
1,770,2583900
1,771,1458000
1,772,4880700
1,773,3813300
1,774,1954800
1,775,139500
1,776,483300
1,777,2353500
1,778,3074400
1,779,756900
1,780,2080800
1,781,568800
1,782,1662300
1,783,694800
1,784,2063700
1,785,1448100
1,786,765000
1,787,321300
1,788,460800
1,789,185400
1,790,645300
1,791,1442700
1,792,356400
1,793,218700
1,794,59400
1,795,10800
1,796,103500
1,797,138600
1,798,67500
1,799,2610900
1,800,4133700
1,801,3774600
1,802,7386300
1,803,1116900
1,804,5551200
1,805,5451300
1,806,7672500
1,807,7557300
1,808,2115900
1,809,1440000
1,810,1716300
1,811,3202200
1,812,2900700
1,813,2937600
1,814,1876500
1,815,1104300
1,816,485100
1,817,1253700
1,818,441000
1,819,1249200
1,820,955800
1,821,436500
1,822,348300
1,823,27000
1,824,37800
1,825,1136700
1,826,1050300
1,827,75600
1,828,208800
1,829,18900
1,830,1800
1,831,634500
1,832,571500
1,833,2330100
1,834,5929200
1,835,4336200
1,836,2851200
1,837,2468700
1,838,328500
1,839,6982200
1,840,2282400
1,841,2139300
1,842,1184400
1,843,588600
1,844,3125700
1,845,2547900
1,846,1575900
1,847,23400
1,848,18900
1,849,253800
1,850,881100
1,851,985500
1,852,125100
1,853,71100
1,854,759600
1,855,1081800
1,856,161100
1,857,1267200
1,858,664200
1,859,1079100
1,860,103500
1,861,1256400
1,862,5648400
1,863,5924700
1,864,145800
1,865,7200
1,866,524700
1,867,415800
1,868,45000
1,869,3600
1,870,10800
1,871,1800
1,872,1356300
1,873,5976000
1,874,3384900
1,875,1186200
1,876,3864600
1,877,1034100
1,878,972000
1,879,228600
1,880,2751300
1,881,3190500
1,882,5435100
1,883,643500
1,884,59400
1,885,7200
1,886,2700
1,887,210600
1,888,295200
1,889,104400
1,890,1188000
1,891,75600
1,892,468900
1,893,2047500
1,894,43200
1,895,160200
1,896,2860200
